Código ,Designación de la mercancía,Grav.,Selectivo Ad Valorem,Selectivo Específico,ITBIS*
8523.80.10," - - Discos («ceras» y «flanes»), cintas, películas y demás moldes  ",3,,,18
8523.80.90, - - Los demás ,14,,,18
85.24,"Módulos de visualización («display») de pantalla plana, incluso que incorporen pantallas táctiles.",,,,
, - Sin controladores («drivers»)  ni circuitos de control:,,,,
8524.11, - - De cristal líquido:,,,,
8524.11.11," - - - Del tipo utilizado en máquinas y aparatos de los Capítulos 84, 85, 90 y en vehículos para vías férreas del Capítulo 86, excepto las partidas 84.15, 84.43, 84.50, 85.08, 85.09, 85.10, 85.16, 85.18, 85.22, 85.29, 90.05, 90.06, 90.07 y 90.08",0,,,18
8524.11.12, - - - Del tipo utilizado en máquinas y aparatos de la partida 84.15,14,20,,18
8524.11.13," - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.25, 85.26, 85.27 y 85.28",14,20,,18
8524.11.14," - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.19 y 85.22",14,,,18
8524.11.15, - - - Del tipo utilizado en aeronaves y vehículos espaciales del Capítulo 88; en máquinas fotocopiadoras de la partida 84.43 y  máquinas de la partida 84.50,3,,,18
8524.11.16," - - - Del tipo utilizado en vehículos del Capítulo 87 y en máquinas y aparatos de las partidas 85.18, 90.07 y 90.08",8,,,18
8524.11.17, - - - Del tipo utilizado en juegos y artículos para recreo o deporte del Capítulo 95 y en aparatos de las partidas 90.05 y 90.06,20,,,18
8524.12, - - De diodos emisores de luz orgánicos (OLED):,,,,
8524.12.11," - - - Del tipo utilizado en máquinas y aparatos de los Capítulos 84, 85, 90 y en vehículos para vías férreas del Capítulo 86, excepto las partidas 84.15, 84.43, 84.50, 85.08, 85.09, 85.10, 85.16, 85.18, 85.22, 85.29, 90.05, 90.06, 90.07 y 90.08",0,,,18
8524.12.12, - - - Del tipo utilizado en máquinas y aparatos de la partida 84.15,14,20,,18
8524.12.13," - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.25, 85.26, 85.27 y 85.28",14,20,,18
8524.12.14," - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.19 y 85.22",14,,,18
8524.12.15, - - - Del tipo utilizado en aeronaves y vehículos espaciales del Capítulo 88; en máquinas fotocopiadoras de la partida 84.43 y  máquinas de la partida 84.50,3,,,18
8524.12.16," - - - Del tipo utilizado en vehículos del Capítulo 87 y en máquinas y aparatos de las partidas 85.18, 90.07 y 90.08",8,,,18
8524.12.17, - - - Del tipo utilizado en juegos y artículos para recreo o deporte del Capítulo 95 y en aparatos de las partidas 90.05 y 90.06,20,,,18
8524.19, - - Los demás:,,,,
8524.19.11," - - - Del tipo utilizado en máquinas y aparatos de los Capítulos 84, 85, 90 y en vehículos para vías férreas del Capítulo 86, excepto las partidas 84.15, 84.43, 84.50, 85.08, 85.09, 85.10, 85.16, 85.18, 85.22, 85.29, 90.05, 90.06, 90.07 y 90.08",0,,,18
8524.19.12, - - - Del tipo utilizado en máquinas y aparatos de la partida 84.15,14,20,,18
8524.19.13," - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.25, 85.26, 85.27 y 85.28",14,20,,18
8524.19.14," - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.19 y 85.22",14,,,18
8524.19.15, - - - Del tipo utilizado en aeronaves y vehículos espaciales del Capítulo 88; en máquinas fotocopiadoras de la partida 84.43 y  máquinas de la partida 84.50,3,,,18
8524.19.16," - - - Del tipo utilizado en vehículos del Capítulo 87 y en máquinas y aparatos de las partidas 85.18, 90.07 y 90.08",8,,,18
8524.19.17, - - - Del tipo utilizado en juegos y artículos para recreo o deporte del Capítulo 95 y en aparatos de las partidas 90.05 y 90.06,20,,,18
, - Los demás:,,,,
8524.91, - - De cristal líquido:,,,,
, - - - Con controladores («drivers») o circuitos de control:,,,,
8524.91.11," - - - - Del tipo utilizado en máquinas y aparatos de los Capítulos 84, 85, 90 y en vehículos para vías férreas del Capítulo 86, excepto las partidas 84.15, 84.43, 84.50, 85.08, 85.09, 85.10, 85.16, 85.18, 85.22, 85.29, 90.05, 90.06, 90.07 y 90.08",0,,,18
8524.91.12, - - - - Del tipo utilizado en máquinas y aparatos de la partida 84.15,14,20,,18
8524.91.13," - - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.25, 85.26, 85.27 y 85.28",14,20,,18
8524.91.14," - - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.19 y 85.22",14,,,18
8524.91.15, - - - - Del tipo utilizado en aeronaves y vehículos espaciales del Capítulo 88; en máquinas fotocopiadoras de la partida 84.43 y  máquinas de la partida 84.50,3,,,18
8524.91.16," - - - - Del tipo utilizado en vehículos del Capítulo 87 y en máquinas y aparatos de las partidas 85.18, 90.07 y 90.08",8,,,18
8524.91.17, - - - - Del tipo utilizado en juegos y artículos para recreo o deporte del Capítulo 95 y en aparatos de las partidas 90.05 y 90.06,20,,,18
8524.92, - - De diodos emisores de luz orgánicos (OLED):,,,,
, - - - Con controladores («drivers») o circuitos de control:,,,,
8524.92.11," - - - - Del tipo utilizado en máquinas y aparatos de los Capítulos 84, 85, 90 y en vehículos para vías férreas del Capítulo 86, excepto las partidas 84.15, 84.43, 84.50, 85.08, 85.09, 85.10, 85.16, 85.18, 85.22, 85.29, 90.05, 90.06, 90.07 y 90.08",0,,,18
8524.92.12, - - - - Del tipo utilizado en máquinas y aparatos de la partida 84.15,14,20,,18
8524.92.13," - - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.25, 85.26, 85.27 y 85.28",14,20,,18
8524.92.14," - - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.19 y 85.22",14,,,18
8524.92.15, - - - - Del tipo utilizado en aeronaves y vehículos espaciales del Capítulo 88; en máquinas fotocopiadoras de la partida 84.43 y  máquinas de la partida 84.50,3,,,18
8524.92.16," - - - - Del tipo utilizado en vehículos del Capítulo 87 y en máquinas y aparatos de las partidas 85.18, 90.07 y 90.08",8,,,18
8524.92.17, - - - - Del tipo utilizado en juegos y artículos para recreo o deporte del Capítulo 95 y en aparatos de las partidas 90.05 y 90.06,20,,,18
8524.99, - - Los demás:,,,,
, - - - Con controladores («drivers») o circuitos de control:,,,,
8524.99.11," - - - - Del tipo utilizado en máquinas y aparatos de los Capítulos 84, 85, 90 y en vehículos para vías férreas del Capítulo 86, excepto las partidas 84.15, 84.43, 84.50, 85.08, 85.09, 85.10, 85.16, 85.18, 85.22, 85.29, 90.05, 90.06, 90.07 y 90.08",0,,,18
8524.99.12, - - - - Del tipo utilizado en máquinas y aparatos de la partida 84.15,14,20,,18
8524.99.13," - - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.25, 85.26, 85.27 y 85.28",14,20,,18
8524.99.14," - - - - Del tipo utilizado en máquinas y aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.19 y 85.22",14,,,18
8524.99.15, - - - - Del tipo utilizado en aeronaves y vehículos espaciales del Capítulo 88; en máquinas fotocopiadoras de la partida 84.43 y  máquinas de la partida 84.50,3,,,18
8524.99.16," - - - - Del tipo utilizado en vehículos del Capítulo 87 y en máquinas y aparatos de las partidas 85.18, 90.07 y 90.08",8,,,18
8524.99.17, - - - - Del tipo utilizado en juegos y artículos para recreo o deporte del Capítulo 95 y en aparatos de las partidas 90.05 y 90.06,20,,,18
85.25,"Aparatos emisores de radiodifusión o televisión, incluso con aparato receptor o de grabación o reproducción de sonido incorporado; cámaras de televisión, cámaras fotográficas digitales y videocámaras.",,,,
8525.50, - Aparatos emisores:,,,,
8525.50.10, - - De radiodifusión,3,,,18
8525.50.20, - - De televisión,3,,,18
8525.50.90, - - Los demás,3,,,18
8525.60, - Aparatos emisores con aparato receptor incorporado:,,,,
8525.60.10, - - De radiodifusión ,3,,,18
8525.60.20, - - De televisión,3,,,18
8525.60.90     , - - Los demás,3,,,18
," - Cámaras de televisión, cámaras digitales y videocámaras:",,,,
8525.81," - - Ultrarrápidas, especificadas en la Nota 1 de subpartida de este Capítulo:",,,,
8525.81.11, - - - Cámaras de televisión,3,,,18
8525.81.12," - - - Cámaras digitales para sistemas de seguridad, de los tipos especificados en el Art. 2 de la Ley Núm. 171-12, utilizadas en bancos, oficinas, residencias y lugares similares",0,,,0
8525.81.19, - - - Las demás,20,20,,18
8525.82.00," - - Las demás, resistentes a radiaciones, especificadas en la Nota 2 de subpartida de este Capítulo",20,20,,18
8525.83," - - Las demás, de visión nocturna, especificadas en la Nota 3 de subpartida de este Capítulo:",,,,
8525.83.11, - - - Cámaras de televisión,3,,,18
8525.83.12," - - - Cámaras digitales  para sistemas de seguridad, de los tipos especificados en el Art. 2 de la Ley Núm. 171-12, utilizadas en bancos, oficinas, residencias y lugares similares",0,,,0
8525.83.19, - - - Las demás,20,20,,18
8525.89, - - Las demás:,,,,
8525.89.11, - - - Cámaras termográficas (infrarrojas),20,,,18
8525.89.12," - - - Cámaras digitales, denominadas («WebCam»), de las utilizadas exclusivamente con máquinas automáticas para tratamiento o procesamiento de datos",0,,,18
8525.89.13, - - - Cámaras digitales diseñadas para ser instaladas en vehículos automóviles del Capítulo 87,20,,,18
8525.89.19, - - - Las demás,20,,,18
85.26,"Aparatos de radar, radionavegación o radiotelemando.",,,,
8526.10.00, - Aparatos de radar,0,,,18
, - Los demás:,,,,
8526.91, - - Aparatos de radionavegación:,,,,
8526.91.10, - - - Sistema de posicionamiento global (GPS),0,,,18
8526.91.90, - - - Los demás,0,,,18
8526.92.00, - - Aparatos de radiotelemando,0,,,18
85.27,"Aparatos receptores de radiodifusión, incluso combinados en la misma envoltura con grabador o reproductor de sonido o con reloj. ",,,,
, - Aparatos receptores de radiodifusión que puedan funcionar sin fuente de energía exterior:,,,,
8527.12.00, - - Radiocasetes de bolsillo,20,,,18
8527.13, - - Los demás aparatos combinados con grabador o reproductor de  sonido:,,,,
8527.13.10, - - - Con grabador o reproductor de sonido por sistema óptico  de  lectura,20,20,,18
8527.13.20, - - -  Con reproductor de sonido incorporado en formato MP3,20,,,18
8527.13.90, - - - Los demás,20,,,18
8527.19.00, - - Los demás,20,,,18
," - Aparatos receptores de radiodifusión que solo funcionen con fuente de energía exterior, de los tipos utilizados en vehículos automóviles:",,,,
8527.21, - - Combinados con grabador o reproductor de sonido:,,,,
8527.21.10, - - - Con   grabador   o   reproductor   de   sonido por sistema óptico de lectura,20,20,,18
8527.21.90, - - - Los demás,20,,,18
8527.29.00, - - Los demás,20,,,18
, - Los demás: ,,,,
8527.91, - - Combinados con grabador o reproductor de sonido:,,,,
8527.91.10, - - - Con grabador o reproductor de sonido por sistema óptico  de lectura,20,20,,18
8527.91.90, - - - Los demás,20,,,18
8527.92.00," - - Sin combinar con grabador o reproductor de sonido, pero combinados con reloj",20,,,18
8527.99.00, - - Los demás,20,,,18
85.28,"Monitores y proyectores, que no incorporen aparato receptor de televisión; aparatos receptores de televisión, incluso con aparato receptor de radiodifusión o grabación o reproducción de sonido o imagen incorporado.  ",,,,
, - Monitores con tubo de rayos catódicos: ,,,,
8528.42.00, - - Aptos para ser conectados directamente y diseñados para ser utilizados con una máquina automática para tratamiento o procesamiento de datos de la partida 84.71 ,0,,,18
8528.49.00, - - Los demás,20,,,18
, - Los demás monitores:,,,,
8528.52.00, - - Aptos para ser conectados directamente y diseñados para ser utilizados con una máquina automática para tratamiento o procesamiento de datos de la partida 84.71 ,0,,,18
8528.59, - -  Los demás:,,,,
8528.59.10, - - - Videomonitores,20,10,,18
8528.59.90, - - - Los demás,20,,,18
, - Proyectores:,,,,
8528.62.00, - - Aptos para ser conectados directamente y diseñados para ser utilizados con una máquina automática para tratamiento o procesamiento de datos de la partida 84.71 ,20,,,18
8528.69.00, - - Los demás,20,,,18
," - Aparatos receptores de televisión, incluso con aparato receptor de radiodifusión o grabación o reproducción de sonido o imagen incorporado:",,,,
8528.71, - - No diseñados para incorporar un dispositivo de visualización  («display») o pantalla de vídeo:,,,,
8528.71.11," - - - Cajas decodificadoras para la recepción de señales de televisión por cable, satélite u otro medio",3,,,18
8528.71.19, - - - Los demás,20,,,18
8528.72.00," - - Los demás, en colores",20,10,,18
8528.73.00," - - Los demás, monocromos",20,,,18
85.29,"Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.24 a 85.28.",,,,
8529.10, - Antenas  y  reflectores  de  antena de cualquier tipo; partes identificables para ser utilizadas con dichos artículos:,,,,
8529.10.10, - - Antenas exteriores para receptores de televisión o radiodifusión,20,10,,18
8529.10.20, - - Antenas parabólicas para recepción directa desde satélites,20,10,,18
8529.10.90, - - Los demás,3,10,,18
8529.90, - Las demás:,,,,
8529.90.10, - - Muebles o cajas,20,20,,18
8529.90.90, - - Las demás,14,20,,18
85.30,"Aparatos eléctricos de señalización (excepto los de transmisión de mensajes), seguridad, control o mando, para vías férreas o similares, carreteras, vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos (excepto los de la partida 86.08). ",,,,
8530.10.00, - Aparatos para vías férreas o similares,0,,,18
8530.80, - Los demás aparatos:,,,,
8530.80.10, - - Semáforos y sus cajas de control,0,,,18
8530.80.90, - - Los demás,0,,,18
8530.90.00, - Partes,0,,,18
85.31,"Aparatos eléctricos de señalización acústica o visual (por ejemplo: timbres, sirenas, tableros indicadores, avisadores de  protección contra robo o incendio), excepto los de las partidas 85.12 u 85.30. ",,,,
8531.10.00, - Avisadores  eléctricos de protección contra robo o incendio y aparatos similares,0,,,18
8531.20.00," - Tableros indicadores con dispositivos de cristal líquido (LCD) o diodos emisores de luz (LED), incorporados",0,,,18
8531.80.00, - Los demás aparatos,3,,,18
8531.90.00, - Partes,0,,,18
85.32,"Condensadores eléctricos fijos, variables o ajustables.",,,,
8532.10.00," - Condensadores  fijos  diseñados para  redes  eléctricas  de 50/60 Hz, para una  potencia reactiva superior o igual a 0,5 kvar   (condensadores de potencia)",0,,,18
, - Los demás condensadores fijos:,,,,
8532.21.00, - - De tantalio,0,,,18
8532.22.00, - - Electrolíticos de aluminio,0,,,18
8532.23.00, - - Con dieléctrico de cerámica de una sola capa,0,,,18
8532.24.00," - - Con dieléctrico de cerámica, multicapas",0,,,18
8532.25.00, - - Con dieléctrico de papel o plástico,0,,,18
8532.29.00, - - Los demás,0,,,18
8532.30.00, - Condensadores variables o ajustables,0,,,18
8532.90.00, - Partes,0,,,18
85.33,"Resistencias eléctricas, excepto las de calentamiento (incluidos reóstatos y potenciómetros).",,,,
8533.10.00," - Resistencias fijas de carbono, aglomeradas o de capa",0,,,18
, - Las demás resistencias fijas:,,,,
8533.21.00, - - De potencia inferior o igual a 20 W,0,,,18
8533.29.00, - - Las demás,0,,,18
, - Resistencias variables bobinadas (incluidos reóstatos    y potenciómetros):,,,,
8533.31, - - De potencia inferior o igual a 20 W:,,,,
8533.31.10, - - - Reóstatos,0,,,18
8533.31.20, - - - Potenciómetros,0,,,18
8533.31.90, - - - Los demás,0,,,18
8533.39, - - Las demás:,,,,
8533.39.10, - - - Reóstatos,0,,,18
8533.39.20, - - - Potenciómetros,0,,,18
8533.39.90, - - - Las demás,0,,,18
8533.40, - Las demás resistencias variables (incluidos reóstatos y potenciómetros):,,,,
8533.40.10, - - Reóstatos,0,,,18
8533.40.20, - - Potenciómetros de carbón,0,,,18
8533.40.30, - - Los demás potenciómetros,0,,,18
8533.40.90, - - Las demás,0,,,18
8533.90.00, - Partes,0,,,18
8534.00.00,Circuitos impresos.,0,,,18
85.35,"Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo:  interruptores, conmutadores, cortacircuitos, pararrayos, limitadores de tensión, supresores de sobretensión transitoria, tomas de corriente y demás conectores, cajas de empalme), para una tensión superior a 1.000 voltios. ",,,,
