Código ,Designación de la mercancía,Grav.,Selectivo Ad Valorem,Selectivo Específico,ITBIS*
6911.10.00, - Artículos para el servicio de mesa o cocina,20,,,18
6911.90.00, - Los demás,20,,,18
6912.00.00,"Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica, excepto porcelana.",20,,,18
69.13,"Estatuillas y demás artículos para adorno, de cerámica.",,,,
6913.10.00, - De porcelana,20,,,18
6913.90.00, - Los demás,20,,,18
69.14,Las demás manufacturas de cerámica.,,,,
6914.10.00, - De porcelana,20,,,18
6914.90.00, - Las demás,20,,,18
7001.00,"Calcín y demás desperdicios y desechos de vidrio, excepto el vidrio de tubos de rayos catódicos y demás vidrios activados de la partida 85.49; vidrio en masa.",,,,
7001.00.10, - Desperdicios y desechos,0,,,18
7001.00.90, - Los demás,0,,,18
70.02,"Vidrios en bolas (excepto las microesferas de la partida 70.18), barras, varillas o tubos, sin trabajar.",,,,
7002.10.00, - Bolas,0,,,18
7002.20.00, - Barras o varillas,0,,,18
, - Tubos:,,,,
7002.31.00, - - De cuarzo o demás sílices fundidos,0,,,18
7002.32.00," - - De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5x10-6 por Kelvin, entre 0 °C y 300 °C",0,,,18
7002.39.00, - - Los demás,0,,,18
70.03,"Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.",,,,
,"  - Placas y hojas, sin armar:",,,,
7003.12," - - Coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante:",,,,
7003.12.10, - - - Con capa antirreflectante,0,,,18
7003.12.90, - - - Las demás,0,,,18
7003.19.00, - - Las demás,0,,,18
7003.20.00," - Placas y hojas, armadas ",0,,,18
7003.30.00, - Perfiles,0,,,18
70.04,"Vidrio estirado o soplado, en hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.",,,,
7004.20," - Vidrio coloreado en la masa, opacificado, chapado o con capa absorbente, reflectante o antirreflectante:",,,,
7004.20.10, - - Con capa antirreflectante,0,,,18
7004.20.90, - - Los demás,0,,,18
7004.90.00, - Los demás vidrios,0,,,18
70.05,"Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas u hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.",,,,
7005.10," - Vidrio sin armar con capa absorbente, reflectante o antirreflectante:",,,,
7005.10.10, - - Con capa antirreflectante,0,,,18
7005.10.90, - - Los demás,0,,,18
, - Los demás vidrios sin armar:,,,,
7005.21.00," - - Coloreados en la masa, opacificados, chapados o simplemente desbastados",0,,,18
7005.29.00, - - Los demás,0,,,18
7005.30.00, - Vidrio armado,0,,,18
7006.00.00,"Vidrio de las partidas 70.03, 70.04 o 70.05, curvado, biselado, grabado, taladrado, esmaltado o trabajado de otro modo, pero sin enmarcar ni combinar con otras materias.",0,,,18
70.07,Vidrio de seguridad constituido por vidrio templado o contrachapado.,,,,
, - Vidrio templado:,,,,
7007.11.00," - - De dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos y otros vehículos ",14,,,18
7007.19.00, - - Los demás,0,,,18
, - Vidrio contrachapado:,,,,
7007.21.00," - - De dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos y otros vehículos ",14,,,18
7007.29.00, - - Los demás,0,,,18
7008.00.00,Vidrieras aislantes de paredes múltiples.,8,,,18
70.09," Espejos de vidrio, enmarcados o no, incluidos los espejos retrovisores.",,,,
7009.10.00, - Espejos retrovisores para vehículos,14,,,18
, - Los demás:,,,,
7009.91.00, - - Sin enmarcar,14,,,18
7009.92.00, - - Enmarcados,14,,,18
70.10,"Bombonas (damajuanas), botellas, frascos, bocales, tarros, envases tubulares, ampollas y demás recipientes para el transporte o envasado, de vidrio; bocales para conservas, de vidrios; tapones, tapas y demás dispositivos de cierre, de vidrio.",,,,
7010.10, - Ampollas:,,,,
7010.10.10, - - Para productos farmacéuticos,0,,,18
7010.10.90, - - Las demás,0,,,18
7010.20.00," - Tapones, tapas y demás dipositivos de cierre",0,,,18
7010.90, - Los demás:,,,,
," - - Superior a 0,33 l pero inferior o igual a 1 l:",,,,
7010.90.21," - - - Tarros o bocales para envasar salsas, mermeladas u otros productos alimenticos",14,,,18
7010.90.22, - - - Potes (frascos) para envasar condimentos y sazonadores,14,,,18
," - - Superior a 0,33 l pero inferior o igual a 1 l:",,,,
7010.90.23, - - - Botellas impresas para envasar bebida gaseosas (refrescos) ,14,,,18
7010.90.29, - - - Los demás,14,,,18
," - - Superior a 0,18 l pero inferior o igual a 0,33 l:",,,,
7010.90.31," - - - Tarros o bocales para envasar salsas, mermeladas u otros productos alimenticos",14,,,18
7010.90.32, - - - Potes (frascos) para envasar condimentos y sazonadores,14,,,18
," - - Superior a 0,18 l pero inferior o igual a 0,33 l:",,,,
7010.90.33, - - - Botellas impresas para envasar bebida gaseosas (refrescos) ,14,,,18
7010.90.39, - - - Los demás,14,,,18
7010.90.40," - - Superior a 0,15 l pero inferior o igual a 0,18 l",14,,,18
," - - Inferior o igual a 0,15 l:",,,,
7010.90.51," - - - Tarros o bocales para envasar salsas, mermeladas u otros productos alimenticos",14,,,18
7010.90.52, - - - Potes (frascos) para envasar condimentos y sazonadores,14,,,18
7010.90.59, - - - Los demás,14,,,18
7010.90.60, - - - Botellas impresas para envasar bebida gaseosas (Refrescos) ,14,,,18
7010.90.90, - - Los demás,14,,,18
70.11,"Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, para lámparas y fuentes luminosas, eléctricas, tubos de rayos catódicos o similares.",,,,
7011.10.00, - Para alumbrado eléctrico,0,,,18
7011.20.00, - Para tubos de rayos catódicos,0,,,18
7011.90.00, - Las demás,0,,,18
[70.12],,,,,
70.13,"Artículos de vidrio para servicio de mesa, cocina, tocador baño, oficina, adorno de interiores o usos similares (excepto los de las partidas 70.10 o 70.18).",,,,
7013.10.00, - Artículos de vitrocerámica,20,,,18
, - Recipientes con pie para beber excepto los de vitrocerámica:,,,,
7013.22.00, - - De cristal al plomo,20,,,18
7013.28.00, - - Los demás,20,,,18
," - Los demás recipientes para beber, excepto los de vitrocerámica:",,,,
7013.33.00, - - De cristal al plomo,20,,,18
7013.37.00, - - Los demás,20,,,18
," - Artículos para el servicio de mesa (excluidos los recipientes para beber) o cocina, excepto los de vitrocerámica:",,,,
7013.41.00, - - De cristal al plomo,20,,,18
7013.42," - - De vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0 °C y 300 °C:",,,,
7013.42.10, - - - Artículos para el servicio de mesa,20,,,18
7013.42.20, - - - Biberones,20,,,18
7013.42.90, - - - Los demás,20,,,18
7013.49.00, - - Los demás,20,,,18
, - Los demás artículos:,,,,
7013.91.00, - - De cristal al plomo,20,,,18
7013.99.00, - - Los demás,20,,,18
7014.00,"Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 70.15), sin trabajar ópticamente.",,,,
7014.00.10, - Vidrio para señalización,8,,,18
7014.00.20, - Lentillas para fabricar lentes,0,,,18
7014.00.90, - Los demás,0,,,18
70.15,"Cristales para relojes y cristales análogos, cristales para gafas (anteojos), incluso correctores, abombados, curvados, ahuecados o similares, sin trabajar ópticamente; esferas huecas y sus segmentos (casquete esféricos, de vidrio, para la fabricación de estos cristales).",,,,
7015.10.00, - Cristales correctores para gafas (anteojos),0,,,18
7015.90.00, - Los demás,0,,,18
70.16,"Adoquines, baldosas, ladrillos, placas, tejas y demás artículos, de vidrio prensado o moldeado, incluso armado, para la construcción; cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares; vidrieras artísticas (vitrales, incluso de vidrios incoloros); vidrio multicelular o vidrio «espuma», en bloques, paneles, placas, coquillas o formas similares.",,,,
7016.10.00," - Cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares",20,,,18
7016.90, - Los demás:,,,,
7016.90.10," - - Vidrieras artísticas (vitrales, incluso de vidrios incoloros) ",20,,,18
7016.90.90, - - Los demás,20,,,18
70.17,"Artículos de vidrio para laboratorio, higiene o farmacia, incluso graduados o calibrados.",,,,
7017.10, - De cuarzo o demás silíces fundidos:,,,,
7017.10.10, - - Para laboratorio,0,,,18
7017.10.90, - - Los demás,0,,,18
7017.20," - De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0 °C y 300 °C",,,,
7017.20.10, - - Para laboratorio,0,,,18
7017.20.90, - - Los demás,0,,,18
7017.90, - Los demás:,,,,
7017.90.10, - - Para laboratorio,0,,,18
7017.90.90, - - Los demás,0,,,18
70.18,"Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos similares de abalorio, y sus manufacturas, excepto la bisutería; ojos de vidrio, excepto los de prótesis; estatuillas y demás artículos de adorno, de vidrio trabajado al soplete (vidrio ahilado), excepto la bisutería; microesferas de vidrio con un diámetro inferior o igual a 1 mm.",,,,
7018.10.00," - Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos similares de abalorio",20,,,18
7018.20.00, - Microesferas de vidrio con un diámetro inferior o igual a 1 mm,0,,,18
7018.90, - Los demás:,,,,
7018.90.10," - - Ojos de vidrio, excepto los de prótesis",14,,,18
7018.90.90, - - Los demás,20,,,18
70.19,"Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, «rovings», tejidos).",,,,
," - Mechas, «rovings», hilados, aunque estén cortados y «mats» de estas materias:",,,,
7019.11.00," - - Hilados cortados («chopped strands»), de longitud inferior o igual a 50 mm",0,,,18
7019.12.00, - - («Roving»),0,,,18
7019.13.00," - - Los demás hilados, mechas",0,,,18
7019.14.00, - - «Mats» unidos mecánicamente,0,,,18
7019.15.00, - - «Mats» unidos químicamente,0,,,18
7019.19.00, - - Los demás,,,,
, - Telas unidas mecánicamente:,,,,
7019.61.00, - - Tejidos planos de «rovings» de malla cerrada,0,,,18
7019.62.00, - - Las demás telas de «rovings» de malla cerrada,0,,,18
7019.63.00," - - Tejidos de hilados de malla cerrada, de ligamento tafetán, sin recubrir ni estratificar",0,,,18
7019.64.00," - - Tejidos de hilados de malla cerrada, de ligamento tafetán, recubiertos o estratificados	",0,,,18
7019.65.00," - - Tejidos de malla abierta, de anchura inferior o igual a 30 cm",0,,,18
7019.66.00," - - Tejidos de malla abierta, de anchura superior a 30 cm",0,,,18
7019.69.00, - - Las demás,0,,,18
, - Telas unidas químicamente:,,,,
7019.71.00, - - Velos (capas delgadas),0,,,18
7019.72.00, - - Las demás telas de malla cerrada,0,,,18
7019.73.00, - - Las demás telas de malla abierta,0,,,18
7019.80.00, - - Lana de vidrio y sus manufacturas,0,,,18
7019.90.00, - Los demás,0,,,18
7020.00,Las demás manufacturas de vidrio.,,,,
7020.00.10, - Para uso industriales,8,,,18
7020.00.20, - Ampollas de vidrio para termos o demás recipientes isotérmicos aislados por vacío,14,,,18
, - Las demás:,,,,
7020.00.91, - - Flotadores para pesca,8,,,18
7020.00.99, - - Las demas,20,,,18
," I.- PERLAS FINAS (NATURALES) O CULTIVADAS, PIEDRAS PRECIOSAS O SEMIPRECIOSAS",,,,
71.01,"Perlas finas (naturales) o cultivadas, incluso trabajadas o clasificadas, pero sin ensartar, montar ni engarzar; perlas finas (naturales) o cultivadas, ensartadas temporalmente para facilitar el transporte.",,,,
7101.10.00, - Perlas finas (naturales)* ,20,,,18
, - Perlas cultivadas:,,,,
7101.21.00, - - En bruto,20,,,18
7101.22.00, - - Trabajadas,20,,,18
71.02,"Diamantes, incluso trabajados, sin montar ni engarzar.",,,,
7102.10.00, - Sin clasificar,20,,,18
, - Industriales:,,,,
7102.21.00," - - En bruto o simplemente aserrados, exfoliados o desbastados",20,,,18
7102.29.00, - - Los demás,20,,,18
, - No industriales:,,,,
7102.31.00," - - En bruto o simplemente aserrados, exfoliados o desbastados",20,,,18
7102.39.00, - - Los demás,20,,,18
71.03,"Piedras preciosas (excepto los diamantes) o semipreciosas, naturales, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas (excepto los diamantes) o semipreciosas, naturales, sin clasificar, ensartadas temporalmente para facilitar su transporte.",,,,
7103.10.00, - En bruto o simplemente aserradas o desbastadas,20,,,18
, - Trabajadas de otro modo:,,,,
7103.91.00," - - Rubíes, zafiros y esmeraldas",20,,,18
7103.99, - - Las demás:,,,,
7103.99.11, - - - Ámbar semiprocesado y procesado,20,,,18
7103.99.12, - - - Larimar semiprocesado y procesado,20,,,18
7103.99.19, - - - Las demás,20,,,18
71.04,"Piedras preciosas o semipreciosas, sintéticas o reconstituidas, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas o semipreciosas sintéticas o reconstituidas, sin clasificar, ensartadas temporalmente para facilita su transporte.",,,,
7104.10.00, - Cuarzo piezoeléctrico,20,,,18
," - Las demás, en bruto o simplemente aserradas o desbastadas:",,,,
7104.21.00, - - Diamantes,20,,,18
7104.29.00, - - Las demás,20,,,18
, - Las demás:,,,,
7104.91.00, - - Diamantes,20,,,18
7104.99.00, - - Los demás,20,,,18
71.05,"Polvo de piedras preciosas o semipreciosas, naturales o sintéticas.",,,,
7105.10.00, - De diamante,20,,,18
7105.90.00, - Los demás,20,,,18
,II.- METALES PRECIOSOS Y CHAPADOS DE METAL PRECIOSO (PLAQUÉ),,,,
71.06,"Plata (incluida la plata dorada y la platinada) en bruto, semilabrada o en polvo.",,,,
7106.10.00, - Polvo,8,,,18
, - Las demás:,,,,
7106.91.00, - - En bruto,14,,,18
7106.92, - - Semilibrada:,,,,
7106.92.10, - - - Alambres e hilos,20,,,18
7106.92.90, - - - Las demás,20,,,18
7107.00.00,"Chapado (plaqué) de plata sobre metal común, en bruto o semilabrado.",20,,,18
71.08," Oro (incluido el oro platinado) en bruto, semilabrado o en polvo.",,,,
, - Para uso no monetario:,,,,
7108.11.00, - - Polvo,8,,,18
7108.12.00, - - Las demás formas en bruto,14,,,18
7108.13.00, - - Las demás formas semilabradas,20,,,18
7108.20.00, - Para uso monetario,20,,,18
7109.00.00,"Chapado (plaqué) de oro sobre metal común o sobre plata, en bruto semilabrado.",20,,,18
71.10,"Platino en bruto, semilabrado o en polvo",,,,
, - Platino:,,,,
7110.11.00, - - En bruto o en polvo,8,,,18
7110.19.00, - - Los demás,20,,,18
, - Paladio:,,,,
7110.21.00, - - En bruto o en polvo,8,,,18
7110.29.00, - - Los demás,20,,,18
, - Rodio:,,,,
7110.31.00, - - En bruto o en polvo,8,,,18
7110.39.00, - - Los demás,20,,,18
," - Iridio, osmio y rutenio:",,,,
7110.41.00, - - En bruto o en polvo,8,,,18
7110.49.00, - - Los demás,20,,,18
7111.00.00,"Chapado (plaqué) de platino sobre mental comun, plata u oro, en bruto o semilabrado.",20,,,18
71.12,"Desperdicios y desechos, de metal precioso o de chapado de metal precioso (plaqué); demás desperdicios y desechos que contengan mental precioso o compuestos de metal precioso, de los tipos utilizados principalmente para la recuperación del metal precioso, distintos de los productos de la partida 85.49. ",,,,
7112.30.00, - Cenizas que contengan metal precioso o compuestos de metal precioso,8,,,18
, - Los demás:,,,,
7112.91.00," - - De oro o de chapado (plaqué) de oro, excepto las barreduras que contengan otro metal precioso",20,,,18
7112.92.00," - - De platino o de chapado (plaqué) de platino, excepto las barreduras que contengan otro metal precioso",20,,,18
7112.99.00, - - Los demás,20,,,18
,III.- JOYERÍA Y DEMÁS MANUFACTURAS,,,,
71.13,"Artículos de joyería y sus partes, de metal precioso o de chapado de metal precioso (plaqué).",,,,
," - De metal precioso, incluso revestido o chapado de metal precioso (plaqué):",,,,
7113.11," - - De plata, incluso revestida o chapada de otro metal precioso (plaqué):",,,,
7113.11.11, - - - De plata,20,20,,18
7113.11.12," - - - De plata, incluso revestida o chapada de otro metal precioso (plaqué)",20,20,,18
7113.11.13, - - - Combinados con ámbar,20,20,,18
7113.11.14, - - - Combinados con larimar,20,20,,18
7113.19," - - De  los demás metales preciosos, incluso revestidos o chapados de metal precioso (plaqué):",,,,
," - - - De oro, incluso revestido o chapado de otro metal precioso (plaqué):",,,,
7113.19.11, - - - - De oro,20,20,,18
7113.19.12," - - - - De oro, incluso revestido o chapado de otro metal precioso (plaqué)",20,20,,18
7113.19.13, - - - - Combinados con ámbar,20,20,,18
7113.19.14, - - - - Combinados con larimar,20,20,,18
7113.19, - - - Los demás:,,,,
7113.19.91," - - - - De platino, incluso revestido o chapado de otro metal precioso (plaqué)",20,20,,18
7113.19.99, - - - - Los demás,20,20,,18
7113.20, - De chapado de metal precioso (plaqué) sobre metal común:,,,,
7113.20.11, - - Combinados con ámbar,20,20,,18
7113.20.12, - - Combinados con larimar,20,20,,18
7113.20.19, - - Los demás,20,20,,18
71.14,"Artículos de orfebrería y sus partes, de metal precioso o de chapado de metal precioso (plaqué).",,,,
," - De metal precioso, incluso revestido o chapado de metal precioso (plaqué):",,,,
7114.11.00," - - De plata, incluso revestida o chapada de otro metal precioso (plaqué)",20,20,,18
7114.19," - - De los demás metales preciosos, incluso revestidos o chapados de metal precioso (plaqué):",,,,
7114.19.10," - - - De oro, incluso revestido o chapado de otro metal precioso (plaqué)",20,20,,18
7114.19.90, - - - Los demás,20,20,,18
7114.20.00, - De chapado de metal precioso (plaqué) sobre metal común,20,20,,18
71.15,Las demás manufactura de metal precioso o de chapado de metal precioso (plaqué).,,,,
7115.10.00, - Catalizadores de platino en forma de tela o enrejado,8,,,18
7115.90, - Las demás:,,,,
7115.90.10, - - Para usos técnicos o para laboratorio,8,,,18
7115.90.90, - - Las demás,20,,,18
71.16,"Manufacturas de perlas finas (naturales) o cultivadas, de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas).",,,,
7116.10.00, - De perlas finas (naturales) o cultivadas,20,20,,18
7116.20.00," - De piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas)",20,20,,18
71.17,Bisutería.,,,,
," - De metal común, incluso plateado, dorado o platinado:",,,,
7117.11.00, - - Gemelos y pasadores similares,20,20,,18
, - - Las demás:,,,,
7117.19.11," - - - De metal común, plateado, dorado o platinado",20,20,,18
7117.19.12, - - - De imitación de metal precioso (gold filled),20,20,,18
7117.19.13," - - - De metal común, combinadas con otras materias",20,20,,18
7117.19.14," - - - De metal común, combinados con ámbar",20,20,,18
7117.19.15," - - - De metal común, combinados con larimar",20,20,,18
7117.19.19, - - - Las demás ,20,20,,18
7117.90, - Las demás:,,,,
7117.90.11," - - De imitación de piedras preciosas, combinadas con otras materias",20,20,,18
7117.90.12," - - De imitación de perlas, combinadas con otras materias ",20,20,,18
7117.90.13, - - De ámbar,20,20,,18
7117.90.14, - - De larimar,20,20,,18
7117.90.19, - - Las demás,20,20,,18
71.18,Monedas.,,,,
7118.10.00," - Monedas sin curso legal, excepto las de oro",20,,,18
7118.90.00, - Las demás,20,,,18
,I.- PRODUCTOS BÁSICOS; GRANALLAS Y POLVO,,,,
72.01," Fundición en bruto y fundición especular, en lingotes, bloques o demás formas primarias.",,,,
7201.10.00," - Fundición en bruto sin alear con un contenido de fósforo inferior o igual al 0,5 % en peso",0,,,18
7201.20.00," - Fundición en bruto sin alear con un contenido de fósforo superior al 0,5 % en peso",0,,,18
7201.50.00, - Fundición en bruto aleada; fundición especular,0,,,18
72.02,Ferroaleaciones.,,,,
, - Ferromanganeso:,,,,
7202.11.00, - - Con un contenido de carbono superior al 2 % en peso,0,,,18
7202.19.00, - - Los demás,0,,,18
, - Ferrosilicio:,,,,
7202.21.00, - - Con un contenido de silicio superior al 55 % en peso,0,,,18
7202.29.00, - - Los demás,0,,,18
7202.30.00, - Ferro-sílicio-cromo,0,,,18
, - Ferrocromo:,,,,
7202.41.00, - -  Con un contenido de carbono superior al 4 % en peso,0,,,18
7202.49.00, - - Los demás,0,,,18
7202.50.00, - Ferro-sílico-cromo,0,,,18
7202.60.00, - Ferroníquel,0,,,18
7202.70.00, - Ferromolibdeno,0,,,18
7202.80.00, - Ferrovolframio y ferro-sílico-volframio,0,,,18
, - Las demás:,,,,
7202.91.00, - - Ferrotitanio y ferro-sílico-titanio,0,,,18
7202.92.00, - - Ferrovanadio,0,,,18
7202.93.00, - - Ferroniobio,0,,,18
7202.99, - - Las demás:,,,,
7202.99.10, - - - Ferrofósforo,0,,,18
7202.99.90, - - - Los demás,0,,,18
72.03,"Productos férreos obtenidos por reducción directa de minerales de hierro y demás productos férreos esponjosos, en trozos, «pellets» o formas similares; hierro con una pureza superior o igual al 99,94 % en peso, en trozos «pellets» o formas similares.",,,,
7203.10.00, - Productos férreos obtenidos por reducción directa de minerales de hierro,0,,,18
7203.90.00, - Los demás,0,,,18
72.04,"Desperdicios y desechos (chatarras), de fundición, hierro o acero; lingotes de chatarra de hierro o acero.",,,,
7204.10.00," - Desperdicios y desechos, de fundición",0,,,18
," - Desperdicios y desechos, de aceros aleados:",,,,
7204.21.00, - - De acero inoxidable,0,,,18
7204.29.00, - - Los demás,0,,,18
7204.30.00," - Desperdicios y desechos, de hierro o acero estañados",0,,,18
, - Los demás desperdicios y desechos:,,,,
7204.41.00," - - Torneaduras, virutas, esquirlas, limaduras (de amolado, aserrado, limado) y recortes de estampados o de corte, incluso en paquetes",0,,,18
7204.49.00, - - Los demás,0,,,18
7204.50.00, - Lingotes de chatarra,0,,,18
72.05," Granallas y polvo, de fundición en bruto, de fundición especular, de hierro o acero.",,,,
7205.10.00, - Granallas,0,,,18
, - Polvo:,,,,
7205.21.00, - - De acero aleados,0,,,18
7205.29.00, - - Los demás,0,,,18
,II.- HIERRO Y ACERO SIN ALEAR,,,,
72.06,"Hierro y acero sin alear, en lingotes o demás formas primarias, excepto el hierro de la partida 72.03.",,,,
7206.10.00, - Lingotes ,0,,,18
7206.90.00, - Las demás,0,,,18
72.07,Productos intermedios de hierro o acero sin alear.,,,,
," - Con un contenido de carbono inferior al 0,25 % en peso:",,,,
7207.11," - - De sección transversal cuadrada o rectangular, cuya anchura sea inferior al doble del espesor:",,,,
7207.11.10, - - - De sección igual o mayor a 100 cm²,0,,,18
7207.11.90, - - - Las demás,0,,,18
7207.12," - - Los demás, de sección transversal rectangular:",,,,
7207.12.10, - - - De sección igual o mayor a 100 cm²,0,,,18
7207.12.90, - - - Las demás,8,,,18
7207.19, - - Los demás:,,,,
7207.19.10, - - - De sección igual o mayor a 100 cm²,0,,,18
7207.19.90, - - - Los demás,0,,,18
7207.20," - Con un contenido de carbono superior o igual al 0,25 % en peso:",,,,
7207.20.10, - - De sección igual o mayor a 100 cm²,0,,,18
7207.20.90, - - Las demás,8,,,18
72.08,"Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en caliente, sin chapar ni revestir.",,,,
7208.10.00," - Enrollados, simplemente laminados en caliente, con motivos de relieve",0,,,18
," - Los demás, enrollados, simplemente laminados en caliente, decapados:",,,,
7208.25.00," - - De espesor superior o igual a 4,75 mm",0,,,18
7208.26.00," - - De espesor superior o igual a 3 mm pero inferior a 4,75 mm ",0,,,18
7208.27.00, - - De espesor inferior a 3 mm,0,,,18
," - Los demás, enrollados, simplemente laminados en caliente:",,,,
7208.36.00, - - De espesor superior a 10 mm,0,,,18
7208.37.00," - - De espesor superior o igual a 4,75 mm pero inferior o igual a 10 mm",0,,,18
7208.38.00," - - De espesor superior o igual a 3 mm pero inferior a 4,75 mm ",0,,,18
7208.39.00, - - De espesor inferior a 3 mm,0,,,18
7208.40.00," - Sin enrollar, simplemente laminados en caliente, con motivos en relieve",0,,,18
," - Los demás, sin enrollar, simplemente laminados en caliente:",,,,
7208.51.00, - - De espesor superior a 10 mm,3,,,18
7208.52.00," - - De espesor superior o igual a 4,75 mm pero inferior o igual a 10 mm",3,,,18
7208.53.00," - - De espesor superior o igual a 3 mm pero inferior a 4,75 mm ",3,,,18
7208.54.00, - - De espesor inferior a 3 mm,3,,,18
7208.90.00, - Los demás,3,,,18
72.09,"Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en frío, sin chapar ni revestir.",,,,
," - Enrollados, simplemente laminados en frío:",,,,
7209.15.00, - - De espesor superior o igual a 3 mm,0,,,18
7209.16.00, - - De espesor superior o igual a 1 mm pero inferior a 3 mm,0,,,18
7209.17.00," - - De espesor superior o igual a 0,5 mm pero inferior o igual a 1 mm",0,,,18
7209.18.00," - - De espesor inferior a 0,5 mm",0,,,18
," - Sin enrollar, simplemente laminados en frío:",,,,
7209.25.00, - - De espesor superior o igual a 3 mm,3,,,18
7209.26.00, - - De espesor superior a 1 mm pero inferior a 3 mm,3,,,18
7209.27.00," - - De espesor superior o igual a 0,5 mm pero inferior o igual a 1 mm",3,,,18
7209.28.00," - - De espesor inferior a 0,5 mm",3,,,18
7209.90.00, - Los demás,3,,,18
72.10,"Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, chapados o revestidos.",,,,
, - Estañados:,,,,
7210.11.00," - - De espesor superior o igual a 0,5 mm ",0,,,18
7210.12.00," - - De espesor inferior a 0,5 mm",0,,,18
7210.20.00," - Emplomados, incluidos los revestidos con una aleación de plomo y estaño",3,,,18
7210.30.00, - Cincados electrolíticamente ,3,,,18
, - Cincados de otro modo:,,,,
7210.41.00, - - Ondulados,20,,,18
7210.49, - - Los demás:,,,,
7210.49.10," - - - Con espesor superior o igual a 0,5 mm",0,,,18
7210.49.20," - - - Con espesor inferior a 0,5 mm",8,,,18
7210.49.90, - - - Los demás,8,,,18
7210.50, - Revestidos de óxidos de cromo o de cromo y óxidos de cromo:,,,,
7210.50.10," - - Con espesor superior o igual a 0,05 mm",0,,,18
7210.50.20," - - Con espesor inferior a 0,05 mm",8,,,18
7210.50.90, - - Los demás,8,,,18
, - Revestidos de aluminio:,,,,
7210.61, - - Revestidos de aleaciones de aluminio y cinc:,,,,
7210.61.10," - - - Con espesor superior o igual a 0,5 mm",0,,,18
7210.61.20," - - - Con espesor inferior a 0,5 mm",8,,,18
7210.61.90, - - - Los demás,8,,,18
7210.69, - - Los demás:,,,,
7210.69.10," - - - Con espesor superior o igual a 0,5 mm",0,,,18
7210.69.20," - - - Con espesor inferior a 0,5 mm",8,,,18
7210.69.90, - - Los demás,8,,,18
7210.70," - Pintados, barnizados o revestidos de plástico:",,,,
7210.70.10," - - Con espesor superior o igual a 0,05 mm",0,,,18
7210.70.20," - - Con espesor inferior o igual a 0,05 mm",8,,,18
7210.70.90, - - Los demás,8,,,18
7210.90.00, - Los demás,8,,,18
72.11,"Productos laminados planos de hierro o acero sin alear, de anchura inferior a 600 mm, sin chapar ni revestir.",,,,
, - Simplemente laminados en caliente:,,,,
7211.13.00," - - Laminados en las cuatro caras o acanaladuras cerradas, de anchura superior a 150 mm y espesor superior o igual a 4 mm, sin enrollar y sin motivos en relieve",0,,,18
7211.14.00," - - Los demás, de espesor superior o igual a 4,75 mm ",0,,,18
7211.19.00, - - Los demás,8,,,18
, - Simplemente laminados en frío:,,,,
7211.23.00," - - Con un contenido de carbono inferior al 0,25 % en peso ",3,,,18
7211.29.00, - - Los demás,0,,,18
7211.90.00, - Los demás,0,,,18
72.12,"Productos laminados planos de hierro o acero sin alear, de anchura inferior a 600 mm,  chapados o revestidos.",,,,
7212.10.00, - Estañados,0,,,18
7212.20.00, - Cincados electrolíticamente,0,,,18
7212.30.00, - Cincandos  de otro modo,0,,,18
7212.40.00," - Pintados, barnizado o revestidos de plástico",0,,,18
7212.50.00, - Revestidos de otro modo,8,,,18
7212.60.00, - Chapados,8,,,18
72.13,Alambrón de hierro o acero sin alear.,,,,
7213.10.00," - Con muescas, cordones, surcos o relieves, producidos en el laminado",20,,,18
7213.20," - Los demás, de acero de fácil mecanización:",,,,
