symbol,program_name,revision,source_url,fallback_from
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
NP,Nepal Preference Program,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
S,United States-Mexico-Canada Agreement,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
S+,United States-Mexico-Canada Agreement,2024_rev_7,reststop General+Note+3 @ 2024HTSRev7,NA
A,Generalized System of Preferences,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
A*,Generalized System of Preferences,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
A+,Generalized System of Preferences,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
AU,United States-Australia Free Trade Agreement,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
B,Automotive Products Trade Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
CL,United States-Chile Free Trade Agreement,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
D,African Growth and Opportunity Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
IL,United States-Israel Free Trade Area,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
NP,Nepal Preference Program,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
S,United States-Mexico-Canada Agreement,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
S+,United States-Mexico-Canada Agreement,2024_rev_8,reststop General+Note+3 @ 2024HTSRev8,NA
A,Generalized System of Preferences,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
A*,Generalized System of Preferences,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
A+,Generalized System of Preferences,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
AU,United States-Australia Free Trade Agreement,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
B,Automotive Products Trade Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
CL,United States-Chile Free Trade Agreement,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
D,African Growth and Opportunity Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
IL,United States-Israel Free Trade Area,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
NP,Nepal Preference Program,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
S,United States-Mexico-Canada Agreement,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
S+,United States-Mexico-Canada Agreement,2024_rev_9,reststop General+Note+3 @ 2024HTSRev9,NA
A,Generalized System of Preferences,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
A*,Generalized System of Preferences,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
A+,Generalized System of Preferences,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
AU,United States-Australia Free Trade Agreement,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
B,Automotive Products Trade Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
C,Agreement on Trade in Civil Aircraft,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
CL,United States-Chile Free Trade Agreement,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
D,African Growth and Opportunity Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
E,Caribbean Basin Economic Recovery Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
E*,Caribbean Basin Economic Recovery Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
IL,United States-Israel Free Trade Area,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
JO,United States-Jordan Free Trade Area Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
JP,Trade Agreement Between the United States and Japan,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
K,Agreement on Trade in Pharmaceutical Products,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
R,United States-Caribbean Basin Trade Partnership Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
SG,United States-Singapore Free Trade Agreement,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
NP,Nepal Preference Program,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
S,United States-Mexico-Canada Agreement,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
S+,United States-Mexico-Canada Agreement,2024_rev_10,reststop General+Note+3 @ 2024HTSRev10,NA
A,Generalized System of Preferences,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
A*,Generalized System of Preferences,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
A+,Generalized System of Preferences,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
AU,United States-Australia Free Trade Agreement,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
B,Automotive Products Trade Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
C,Agreement on Trade in Civil Aircraft,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
CL,United States-Chile Free Trade Agreement,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
D,African Growth and Opportunity Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
E,Caribbean Basin Economic Recovery Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
E*,Caribbean Basin Economic Recovery Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
IL,United States-Israel Free Trade Area,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
JP,Trade Agreement Between the United States and Japan,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
K,Agreement on Trade in Pharmaceutical Products,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
SG,United States-Singapore Free Trade Agreement,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
NP,Nepal Preference Program,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
S,United States-Mexico-Canada Agreement,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
S+,United States-Mexico-Canada Agreement,2025_basic,reststop General+Note+3 @ 2025HTSBasic,NA
A,Generalized System of Preferences,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
A*,Generalized System of Preferences,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
A+,Generalized System of Preferences,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
AU,United States-Australia Free Trade Agreement,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
B,Automotive Products Trade Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
CL,United States-Chile Free Trade Agreement,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
D,African Growth and Opportunity Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
IL,United States-Israel Free Trade Area,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
NP,Nepal Preference Program,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
S,United States-Mexico-Canada Agreement,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
S+,United States-Mexico-Canada Agreement,2025_rev_1,reststop General+Note+3 @ 2025HTSRev1,NA
A,Generalized System of Preferences,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
A*,Generalized System of Preferences,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
A+,Generalized System of Preferences,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
AU,United States-Australia Free Trade Agreement,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
B,Automotive Products Trade Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
CL,United States-Chile Free Trade Agreement,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
D,African Growth and Opportunity Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
IL,United States-Israel Free Trade Area,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_2,reststop General+Note+3 @ 2025HTSRev2,NA
