symbol,program_name,revision,source_url,fallback_from
A+,Generalized System of Preferences,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
AU,United States-Australia Free Trade Agreement,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
B,Automotive Products Trade Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
CL,United States-Chile Free Trade Agreement,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
D,African Growth and Opportunity Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
IL,United States-Israel Free Trade Area,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
NP,Nepal Preference Program,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
S,United States-Mexico-Canada Agreement,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
S+,United States-Mexico-Canada Agreement,2025_rev_13,reststop General+Note+3 @ 2025HTSRev13,NA
A,Generalized System of Preferences,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
A*,Generalized System of Preferences,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
A+,Generalized System of Preferences,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
AU,United States-Australia Free Trade Agreement,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
B,Automotive Products Trade Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
CL,United States-Chile Free Trade Agreement,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
D,African Growth and Opportunity Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
IL,United States-Israel Free Trade Area,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
NP,Nepal Preference Program,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
S,United States-Mexico-Canada Agreement,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
S+,United States-Mexico-Canada Agreement,2025_rev_14,reststop General+Note+3 @ 2025HTSRev14,NA
A,Generalized System of Preferences,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
A*,Generalized System of Preferences,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
A+,Generalized System of Preferences,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
AU,United States-Australia Free Trade Agreement,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
B,Automotive Products Trade Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
CL,United States-Chile Free Trade Agreement,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
D,African Growth and Opportunity Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
IL,United States-Israel Free Trade Area,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
NP,Nepal Preference Program,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
S,United States-Mexico-Canada Agreement,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
S+,United States-Mexico-Canada Agreement,2025_rev_15,reststop General+Note+3 @ 2025HTSRev15,NA
A,Generalized System of Preferences,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
A*,Generalized System of Preferences,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
A+,Generalized System of Preferences,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
AU,United States-Australia Free Trade Agreement,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
B,Automotive Products Trade Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
CL,United States-Chile Free Trade Agreement,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
D,African Growth and Opportunity Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
IL,United States-Israel Free Trade Area,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
NP,Nepal Preference Program,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
S,United States-Mexico-Canada Agreement,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
S+,United States-Mexico-Canada Agreement,2025_rev_16,reststop General+Note+3 @ 2025HTSRev16,NA
A,Generalized System of Preferences,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
A*,Generalized System of Preferences,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
A+,Generalized System of Preferences,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
AU,United States-Australia Free Trade Agreement,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
B,Automotive Products Trade Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
CL,United States-Chile Free Trade Agreement,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
D,African Growth and Opportunity Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
IL,United States-Israel Free Trade Area,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
NP,Nepal Preference Program,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
S,United States-Mexico-Canada Agreement,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
S+,United States-Mexico-Canada Agreement,2025_rev_17,reststop General+Note+3 @ 2025HTSRev17,NA
A,Generalized System of Preferences,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
A*,Generalized System of Preferences,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
A+,Generalized System of Preferences,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
AU,United States-Australia Free Trade Agreement,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
B,Automotive Products Trade Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
CL,United States-Chile Free Trade Agreement,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
D,African Growth and Opportunity Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
IL,United States-Israel Free Trade Area,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
NP,Nepal Preference Program,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
S,United States-Mexico-Canada Agreement,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
S+,United States-Mexico-Canada Agreement,2025_rev_18,reststop General+Note+3 @ 2025HTSRev18,NA
A,Generalized System of Preferences,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
A*,Generalized System of Preferences,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
A+,Generalized System of Preferences,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
AU,United States-Australia Free Trade Agreement,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
B,Automotive Products Trade Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
CL,United States-Chile Free Trade Agreement,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
D,African Growth and Opportunity Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
IL,United States-Israel Free Trade Area,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
NP,Nepal Preference Program,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
S,United States-Mexico-Canada Agreement,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
S+,United States-Mexico-Canada Agreement,2025_rev_19,reststop General+Note+3 @ 2025HTSRev19,NA
A,Generalized System of Preferences,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
A*,Generalized System of Preferences,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
A+,Generalized System of Preferences,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
AU,United States-Australia Free Trade Agreement,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
B,Automotive Products Trade Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
CL,United States-Chile Free Trade Agreement,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
D,African Growth and Opportunity Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
IL,United States-Israel Free Trade Area,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
PA,United States-Panama Trade Promotion Agreement Implementation Act,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
NP,Nepal Preference Program,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
S,United States-Mexico-Canada Agreement,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
S+,United States-Mexico-Canada Agreement,2025_rev_20,reststop General+Note+3 @ 2025HTSRev20,NA
A,Generalized System of Preferences,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
A*,Generalized System of Preferences,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
A+,Generalized System of Preferences,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
AU,United States-Australia Free Trade Agreement,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
B,Automotive Products Trade Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
BH,United States-Bahrain Free Trade Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
C,Agreement on Trade in Civil Aircraft,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
CL,United States-Chile Free Trade Agreement,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
D,African Growth and Opportunity Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
E,Caribbean Basin Economic Recovery Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
E*,Caribbean Basin Economic Recovery Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
IL,United States-Israel Free Trade Area,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
JO,United States-Jordan Free Trade Area Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
JP,Trade Agreement Between the United States and Japan,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
K,Agreement on Trade in Pharmaceutical Products,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
P,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
P+,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
L,Uruguay Round Concessions on Intermediate Chemicals for Dyes,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
R,United States-Caribbean Basin Trade Partnership Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
MA,United States-Morocco Free Trade Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
SG,United States-Singapore Free Trade Agreement,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
OM,United States-Oman Free Trade Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
PE,United States-Peru Trade Promotion Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
KR,United States-Korea Free Trade Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
CO,United States-Colombia Trade Promotion Agreement Implementation Act,2025_rev_21,reststop General+Note+3 @ 2025HTSRev21,NA
