# =============================================================================
# Country-specific IEEPA EO exempt products
# =============================================================================
#
# Generated by scripts/scrape_country_eo_annexes.R
# Last updated: 2026-04-27
#
# Schema:
#   ch99_code:             country EO heading (e.g., 9903.01.77 = Brazil)
#   hts10:                 HTS code exempt from this EO (8-digit prefix; all 10-digit children covered)
#   effective_date_start:  ISO date the exemption began
#   effective_date_end:    ISO date the exemption ended (empty = still active)
#   source:                EO/proclamation/CBP CSMS reference
#   note:                  short description
#
# To regenerate: Rscript scripts/scrape_country_eo_annexes.R
# =============================================================================
ch99_code,hts10,effective_date_start,effective_date_end,source,note
9903.01.77,0811.90.52,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0811.90.80,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0812.90.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0901.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0901.12.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0901.21.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0901.22.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0901.90.10,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0901.90.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0902.10.10,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0902.10.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0902.20.10,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0902.20.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0902.30.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0902.40.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0903.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.12.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.21.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.21.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.21.60,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.21.80,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.22.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.22.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.22.73,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.22.76,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0904.22.80,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0905.10.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0905.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0906.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0906.19.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0906.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0907.10.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0907.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.12.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.21.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.22.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.22.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.31.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0908.32.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0909.21.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0909.22.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0909.31.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0909.32.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0909.61.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0909.62.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.12.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.30.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.91.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.99.07,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.99.10,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.99.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.99.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.99.50,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,0910.99.60,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1003.90.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1008.30.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1008.40.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1008.60.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1106.20.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1106.30.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1108.14.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1108.19.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1203.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1207.91.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1404.90.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1513.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1513.19.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1521.10.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1521.90.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1602.50.05,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1602.50.07,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1602.50.08,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1602.50.21,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1602.50.60,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1602.50.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1801.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1802.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1803.10.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1803.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1804.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1805.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1903.00.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1903.00.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1905.90.10,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,1905.90.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2001.90.45,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2005.91.60,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2006.00.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2007.99.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2007.99.50,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.19.15,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.91.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.99.13,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.99.15,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.99.21,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.99.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.99.45,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2008.99.91,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2009.19.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2009.31.60,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2009.39.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2009.49.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2009.89.70,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2009.90.40,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2101.11.29,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2101.12.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2101.20.20,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2106.90.48,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2106.90.99,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2202.99.30,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,2202.99.35,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3101.00.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.10.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.21.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.29.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.30.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.40.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.50.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.60.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.80.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3102.90.01,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3103.11.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3103.19.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3103.90.01,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3104.20.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3104.30.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3104.90.01,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3105.30.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3105.40.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3105.51.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3105.59.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3105.90.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3301.12.00,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3301.29.51,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,3301.90.50,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,9903.01.77,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,9903.01.78,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,9903.01.81,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,9903.01.83,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
9903.01.77,9903.01.90,2025-11-13,,EO modifying scope (Nov 20 2025) Annex II,Added Nov 13 2025; HTS8 subheading; all 10-digit children covered
